ap_id,borough,latitude,longitude,location,status
7,BX,40.847596,-73.82223,"3250, Middletown Road, Spencer Estates, Bronx County, The Bronx, City of New York, New York, 10465, United States",Not_Fine
8,BX,40.848159,-73.821071,"1666, Ohm Avenue, Spencer Estates, Bronx County, The Bronx, City of New York, New York, 10465, United States",Not_Fine
9,BX,40.848322,-73.82075,"3282, Middletown Road, Spencer Estates, Bronx County, The Bronx, City of New York, New York, 10465, United States",Not_Fine
10,BX,40.849233,-73.82105,"Ohm Avenue, Spencer Estates, Bronx County, The Bronx, City of New York, New York, 10465, United States",Fine
11,BX,40.849196,-73.821055,"Ohm Avenue, Spencer Estates, Bronx County, The Bronx, City of New York, New York, 10465, United States",Not_Fine
12,BX,40.850208,-73.821752,"Pelham Bay Backwoods, Spencer Estates, Bronx County, The Bronx, City of New York, New York, 10461, United States",Not_Fine
13,BX,40.850232,-73.821777,"Pelham Bay Backwoods, Spencer Estates, Bronx County, The Bronx, City of New York, New York, 10461, United States",Not_Fine
14,BX,40.864437,-73.894553,"Valentine Avenue, Fordham, Bronx County, The Bronx, City of New York, New York, 10468, United States",Not_Fine
15,BX,40.864458,-73.895115,"Grand Concourse, Fordham, Bronx County, The Bronx, City of New York, New York, 10468, United States",Fine
16,BX,40.864781,-73.894626,"East Kingsbridge Road, Fordham, Bronx County, The Bronx, City of New York, New York, 10458, United States",Not_Fine
17,BX,40.865167,-73.894227,"East Kingsbridge Road, Fordham, Bronx County, The Bronx, City of New York, New York, 10468, United States",Not_Fine
18,BK,40.650721,-73.968489,"Lark by the Park, Caton Avenue, Kensington, Brooklyn, Kings County, City of New York, New York, 11226, United States",Fine
19,BK,40.65068,-73.96846,"Lark by the Park, Caton Avenue, Kensington, Brooklyn, Kings County, City of New York, New York, 11226, United States",Fine
20,BK,40.650738,-73.968429,"Lark by the Park, Caton Avenue, Kensington, Brooklyn, Kings County, City of New York, New York, 11226, United States",Fine
21,BK,40.6507,-73.965843,"Caton Avenue, Kensington, Brooklyn, Kings County, City of New York, New York, 11226, United States",Not_Fine
22,BK,40.660469,-73.965168,"Boathouse, 101, East Drive, Flatbush, Brooklyn, Kings County, City of New York, New York, 11215, United States",Fine
23,BK,40.660842,-73.965121,"Boathouse, 101, East Drive, Flatbush, Brooklyn, Kings County, City of New York, New York, 11215, United States",Fine
24,BK,40.661197,-73.965252,"Boathouse, 101, East Drive, Flatbush, Brooklyn, Kings County, City of New York, New York, 11215, United States",Fine
25,BK,40.657452,-73.963991,"LeFrak Center at Lakeside, 171, East Drive, Flatbush, Brooklyn, Kings County, City of New York, New York, 11215, United States",Fine
26,BK,40.657452,-73.963991,"LeFrak Center at Lakeside, 171, East Drive, Flatbush, Brooklyn, Kings County, City of New York, New York, 11215, United States",Not_Fine
27,BK,40.657452,-73.963991,"LeFrak Center at Lakeside, 171, East Drive, Flatbush, Brooklyn, Kings County, City of New York, New York, 11215, United States",Fine
28,BK,40.657001,-73.963697,"171, East Drive, Flatbush, Brooklyn, Kings County, City of New York, New York, 11215, United States",Not_Fine
29,BK,40.657001,-73.963697,"171, East Drive, Flatbush, Brooklyn, Kings County, City of New York, New York, 11215, United States",Fine
30,BK,40.657001,-73.963697,"171, East Drive, Flatbush, Brooklyn, Kings County, City of New York, New York, 11215, United States",Fine
31,BK,40.657001,-73.963697,"171, East Drive, Flatbush, Brooklyn, Kings County, City of New York, New York, 11215, United States",Not_Fine
32,BX,40.84459,-73.8598,"860, Van Nest Avenue, Van Nest, Bronx County, The Bronx, City of New York, New York, 10462, United States",Not_Fine
33,BX,40.84459,-73.8598,"860, Van Nest Avenue, Van Nest, Bronx County, The Bronx, City of New York, New York, 10462, United States",Fine
34,BK,40.685043,-73.918933,"Public Restrooms, Halsey Street, Brooklyn, Kings County, City of New York, New York, 11233, United States",Fine
35,BK,40.685032,-73.91907,"Public Restrooms, Halsey Street, Brooklyn, Kings County, City of New York, New York, 11233, United States",Fine
36,BX,40.887637,-73.835951,"3840, Seton Avenue, Eastchester, Bronx County, The Bronx, City of New York, New York, 10466, United States",Not_Fine
37,BX,40.888783,-73.840133,"3900, Wilder Avenue, Wakefield, Bronx County, The Bronx, City of New York, New York, 10466, United States",Fine
38,BX,40.885284,-73.838521,"Crawford Avenue, Bronx County, The Bronx, City of New York, New York, 10466, United States",Fine
39,BX,40.886622,-73.83497,"3715, Pratt Avenue, Eastchester, Bronx County, The Bronx, City of New York, New York, 10466, United States",Not_Fine
40,BX,40.86473,-73.899037,"St. James Recreation Center, 2530, Jerome Avenue, Fordham, Bronx County, The Bronx, City of New York, New York, 10468, United States",Not_Fine
41,BX,40.86473,-73.899037,"St. James Recreation Center, 2530, Jerome Avenue, Fordham, Bronx County, The Bronx, City of New York, New York, 10468, United States",Fine
42,BK,40.674013,-73.934698,"St. John’s Recreation Center, 1251, Prospect Place, Eastern Parkway, Brooklyn, Kings County, City of New York, New York, 11213, United States",Not_Fine
43,BK,40.67404,-73.935053,"St. John’s Recreation Center, 1251, Prospect Place, Eastern Parkway, Brooklyn, Kings County, City of New York, New York, 11213, United States",Fine
44,BK,40.673801,-73.935166,"St. John’s Recreation Center, 1251, Prospect Place, Eastern Parkway, Brooklyn, Kings County, City of New York, New York, 11213, United States",Fine
45,BK,40.67343,-73.93463,"1268, Prospect Place, Eastern Parkway, Brooklyn, Kings County, City of New York, New York, 11213, United States",Not_Fine
46,BK,40.673866,-73.934717,"St. John’s Recreation Center, 1251, Prospect Place, Eastern Parkway, Brooklyn, Kings County, City of New York, New York, 11213, United States",Not_Fine
47,BK,40.673805,-73.934785,"St. John’s Recreation Center, 1251, Prospect Place, Eastern Parkway, Brooklyn, Kings County, City of New York, New York, 11213, United States",Fine
48,BK,40.673781,-73.935109,"St. John’s Recreation Center, 1251, Prospect Place, Eastern Parkway, Brooklyn, Kings County, City of New York, New York, 11213, United States",Fine
49,BK,40.673755,-73.935014,"St. John’s Recreation Center, 1251, Prospect Place, Eastern Parkway, Brooklyn, Kings County, City of New York, New York, 11213, United States",Not_Fine
50,BK,40.673727,-73.934867,"St. John’s Recreation Center, 1251, Prospect Place, Eastern Parkway, Brooklyn, Kings County, City of New York, New York, 11213, United States",Fine
51,BK,40.673695,-73.934935,"St. John’s Recreation Center, 1251, Prospect Place, Eastern Parkway, Brooklyn, Kings County, City of New York, New York, 11213, United States",Not_Fine
52,BX,40.811544,-73.914138,"St. Mary's Swimming Pool, Saint Ann's Avenue, Mott Haven, Bronx County, The Bronx, City of New York, New York, 10456, United States",Not_Fine
53,MN,40.719789,-73.981466,"Hamilton Fish Recreation Center, 128, Pitt Street, Lower East Side, Manhattan, New York County, City of New York, New York, 10002, United States",Not_Fine
54,MN,40.720005,-73.981438,"Hamilton Fish Recreation Center, 128, Pitt Street, Lower East Side, Manhattan, New York County, City of New York, New York, 10002, United States",Not_Fine
55,MN,40.812681,-73.939357,"Hansborough Recreation Center, West 134th Street, Harlem, Manhattan, New York County, City of New York, New York, 10037, United States",Fine
56,MN,40.812681,-73.939357,"Hansborough Recreation Center, West 134th Street, Harlem, Manhattan, New York County, City of New York, New York, 10037, United States",Not_Fine
57,MN,40.812681,-73.939357,"Hansborough Recreation Center, West 134th Street, Harlem, Manhattan, New York County, City of New York, New York, 10037, United States",Not_Fine
58,MN,40.812681,-73.939357,"Hansborough Recreation Center, West 134th Street, Harlem, Manhattan, New York County, City of New York, New York, 10037, United States",Not_Fine
59,MN,40.812681,-73.939357,"Hansborough Recreation Center, West 134th Street, Harlem, Manhattan, New York County, City of New York, New York, 10037, United States",Not_Fine
60,MN,40.812681,-73.939357,"Hansborough Recreation Center, West 134th Street, Harlem, Manhattan, New York County, City of New York, New York, 10037, United States",Fine
61,MN,40.812681,-73.939357,"Hansborough Recreation Center, West 134th Street, Harlem, Manhattan, New York County, City of New York, New York, 10037, United States",Fine
62,QU,40.733142,-73.870981,"Hoffman Drive, Elmhurst, Queens County, City of New York, New York, 11373, United States",Fine
63,QU,40.733186,-73.871128,"Hoffman Drive, Elmhurst, Queens County, City of New York, New York, 11373, United States",Fine
64,QU,40.742094,-73.961265,"Queens-Midtown Tunnel, Manhattan Community Board 6, Queens, New York County, City of New York, New York, 11109, United States",Not_Fine
65,QU,40.741994,-73.961256,"Center Boulevard, Hunters Point, Queens County, City of New York, New York, 11109, United States",Fine
66,BK,40.695009,-73.979547,"56, Monument Walk, Brooklyn, Kings County, City of New York, New York, 11201, United States",Not_Fine
67,BK,40.694623,-73.979909,"78, Monument Walk, Brooklyn, Kings County, City of New York, New York, 11201, United States",Not_Fine
68,BK,40.694137,-73.979813,"Navy Street, Brooklyn, Kings County, City of New York, New York, 11251, United States",Fine
69,BK,40.69454,-73.979416,"80, Monument Walk, Brooklyn, Kings County, City of New York, New York, 11201, United States",Fine
70,BK,40.694626,-73.97518,"117, North Oxford Walk, Brooklyn, Kings County, City of New York, New York, 11205, United States",Fine
71,BK,40.694892,-73.975416,"101, North Portland Avenue, Brooklyn, Kings County, City of New York, New York, 11205, United States",Fine
72,BK,40.694868,-73.975024,"117, North Oxford Walk, Brooklyn, Kings County, City of New York, New York, 11205, United States",Not_Fine
73,BK,40.694394,-73.975054,"117, North Oxford Walk, Brooklyn, Kings County, City of New York, New York, 11205, United States",Fine
74,BK,40.694557,-73.975336,"Willoughby Neighborhood Senior Center, 105, North Portland Avenue, Brooklyn, Kings County, City of New York, New York, 11205, United States",Not_Fine
75,BK,40.693392,-73.973923,"5 Star Candy Deli, 327, Myrtle Avenue, Brooklyn, Kings County, City of New York, New York, 11205, United States",Not_Fine
76,BK,40.694382,-73.974614,"138, Cumberland Walk, Brooklyn, Kings County, City of New York, New York, 11205, United States",Not_Fine
77,BK,40.693724,-73.977351,"158, North Elliot Walk, Brooklyn, Kings County, City of New York, New York, 11205, United States",Fine
78,BK,40.69374,-73.977796,"112, Saint Edwards Street, Brooklyn, Kings County, City of New York, New York, 11205, United States",Not_Fine
79,BK,40.69368,-73.977246,"158, North Elliot Walk, Brooklyn, Kings County, City of New York, New York, 11205, United States",Fine
80,BK,40.693509,-73.976981,"287, Myrtle Avenue, Brooklyn, Kings County, City of New York, New York, 11205, United States",Not_Fine
81,BK,40.693493,-73.976635,"293, Myrtle Avenue, Brooklyn, Kings County, City of New York, New York, 11205, United States",Not_Fine
82,BK,40.693442,-73.973193,"132, Carlton Avenue, Brooklyn, Kings County, City of New York, New York, 11205, United States",Not_Fine
129,MN,40.846889,-73.941333,"South Pinehurst Avenue, Manhattan Community Board 12, Manhattan, New York County, City of New York, New York, 10033, United States",Not_Fine
130,MN,40.846472,-73.941722,"Haven Avenue, Manhattan Community Board 12, Manhattan, New York County, City of New York, New York, 10033, United States",Not_Fine
131,MN,40.8462,-73.941347,"720, West 173rd Street, Manhattan Community Board 12, Manhattan, New York County, City of New York, New York, 10032, United States",Fine
132,MN,40.846444,-73.939981,"720, West 175th Street, Manhattan Community Board 12, Manhattan, New York County, City of New York, New York, 10033, United States",Fine
133,MN,40.846686,-73.940883,"J. Hood Wright Recreation Center, 351, Fort Washington Avenue, Manhattan Community Board 12, Manhattan, New York County, City of New York, New York, 10033, United States",Fine
134,MN,40.7931,-73.9354,"East 112th Street, Manhattan Community Board 11, Manhattan, New York County, City of New York, New York, 10035, United States",Not_Fine
135,QU,40.777,-73.9252,"Robert F. Kennedy Bridge, Manhattan Community Board 11, Queens, New York County, City of New York, New York, 11102, United States",Fine
136,QU,40.7221,-73.8466,"Queens Boulevard, Forest Hills, Queens County, City of New York, New York, 11375, United States",Fine
137,SI,40.6173,-74.1063,"Victory Boulevard, Sunnyside, Staten Island, Richmond County, City of New York, New York, 10314, United States",Not_Fine
138,MN,40.846562,-73.94086,"J. Hood Wright Recreation Center, 351, Fort Washington Avenue, Manhattan Community Board 12, Manhattan, New York County, City of New York, New York, 10033, United States",Fine
139,MN,40.846383,-73.940706,"J. Hood Wright Recreation Center, 351, Fort Washington Avenue, Manhattan Community Board 12, Manhattan, New York County, City of New York, New York, 10033, United States",Not_Fine
140,MN,40.824778,-73.942178,"Jackie Robinson Play Center, 75, Bradhurst Avenue, Harlem, Manhattan, New York County, City of New York, New York, 10039, United States",Fine
141,MN,40.824131,-73.942464,"Jackie Robinson Play Center, 75, Bradhurst Avenue, Harlem, Manhattan, New York County, City of New York, New York, 10039, United States",Fine
142,MN,40.824131,-73.942464,"Jackie Robinson Play Center, 75, Bradhurst Avenue, Harlem, Manhattan, New York County, City of New York, New York, 10039, United States",Fine
143,MN,40.824131,-73.942464,"Jackie Robinson Play Center, 75, Bradhurst Avenue, Harlem, Manhattan, New York County, City of New York, New York, 10039, United States",Fine
144,MN,40.824131,-73.942464,"Jackie Robinson Play Center, 75, Bradhurst Avenue, Harlem, Manhattan, New York County, City of New York, New York, 10039, United States",Not_Fine
145,SI,40.589,-74.0667,"Franklin D Roosevelt Boardwalk, Quintard Street, Old Town Station, Staten Island, Richmond County, City of New York, New York, 10305, United States",Fine
146,MN,40.7148,-74.0028,"Foley Square, Lower Manhattan, Manhattan Community Board 1, Manhattan, New York County, City of New York, New York, United States",Not_Fine
147,MN,40.7265,-73.9817,"East 9th Street, Alphabet City, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10009, United States",Fine
148,QU,40.7432,-73.8443,"New York State Pavillion, Avenue of the States, Queens County, City of New York, New York, 11368, United States",Not_Fine
8330,BX,40.81738,-73.917078,"608, Melrose Avenue, Bronx County, The Bronx, City of New York, New York, 10455, United States",Not_Fine
8331,BX,40.818017,-73.916791,"Melrose Avenue, Melrose, Bronx County, The Bronx, City of New York, New York, 10451, United States",Not_Fine
8332,BX,40.822519,-73.91069,"871, Brook Avenue, Melrose, Bronx County, The Bronx, City of New York, New York, 10451, United States",Not_Fine
8333,BX,40.822338,-73.909427,"862, Saint Ann's Avenue, Melrose, Bronx County, The Bronx, City of New York, New York, 10456, United States",Fine
8334,BX,40.812079,-73.92659,"Western Beef, 301, Morris Avenue, Mott Haven, Bronx County, The Bronx, City of New York, New York, 10451, United States",Not_Fine
8335,BX,40.812557,-73.926244,"Western Beef, 301, Morris Avenue, Mott Haven, Bronx County, The Bronx, City of New York, New York, 10451, United States",Fine
8336,BK,40.689408,-73.988729,"Central Court Building, State Street, Cobble Hill, Boerum Hill, Kings County, City of New York, New York, 11217, United States",Not_Fine
8337,BK,40.686177,-73.991014,"Wyckoff Street, Cobble Hill, Brooklyn, Kings County, City of New York, New York, 11217, United States",Not_Fine
8338,BK,40.684799,-73.991581,"205, Smith Street, Carroll Gardens, Brooklyn, Kings County, City of New York, New York, 11201, United States",Fine
8339,BK,40.684304,-73.992184,"218, Smith Street, Carroll Gardens, Brooklyn, Kings County, City of New York, New York, 11201, United States",Fine
8340,BK,40.683436,-73.992773,"244, Smith Street, Carroll Gardens, Brooklyn, Kings County, City of New York, New York, 11231, United States",Fine
174,MN,40.824131,-73.942464,"Jackie Robinson Play Center, 75, Bradhurst Avenue, Harlem, Manhattan, New York County, City of New York, New York, 10039, United States",Not_Fine
175,MN,40.824131,-73.942464,"Jackie Robinson Play Center, 75, Bradhurst Avenue, Harlem, Manhattan, New York County, City of New York, New York, 10039, United States",Fine
176,QU,40.718812,-73.88536,"62-22, 71st Street, Middle Village, Queens County, City of New York, New York, 11379, United States",Not_Fine
177,QU,40.720231,-73.877806,"Juniper Boulevard South, Middle Village, Queens County, City of New York, New York, 11379, United States",Not_Fine
178,QU,40.720598,-73.877337,"Juniper Boulevard South, Middle Village, Queens County, City of New York, New York, 11379, United States",Not_Fine
179,QU,40.721026,-73.877935,"Juniper Boulevard North, Middle Village, Queens County, City of New York, New York, 11379, United States",Not_Fine
180,QU,40.71921,-73.885335,"Lutheran Avenue, Middle Village, Queens County, City of New York, New York, 11379, United States",Not_Fine
181,BK,40.689319,-73.987162,"Schermerhorn Street, Boerum Hill, Kings County, City of New York, New York, 11217, United States",Fine
182,BK,40.694693,-73.983849,"Flatbush Avenue Extension, Brooklyn, Kings County, City of New York, New York, 11242, United States",Fine
183,BK,40.694693,-73.983849,"Flatbush Avenue Extension, Brooklyn, Kings County, City of New York, New York, 11242, United States",Fine
184,BK,40.693721,-73.983328,"Myrtle Avenue, Brooklyn Navy Yard, Downtown Brooklyn, Kings County, City of New York, New York, 11237, United States",Not_Fine
185,BK,40.693721,-73.983328,"Myrtle Avenue, Brooklyn Navy Yard, Downtown Brooklyn, Kings County, City of New York, New York, 11237, United States",Not_Fine
186,BK,40.69335,-73.985788,"2 MetroTech Center, 2, Myrtle Avenue, Brooklyn, Kings County, City of New York, New York, 11201, United States",Not_Fine
187,BK,40.69335,-73.985788,"2 MetroTech Center, 2, Myrtle Avenue, Brooklyn, Kings County, City of New York, New York, 11201, United States",Not_Fine
188,BK,40.686371,-73.978541,"300, Ashland Place, Brooklyn, Kings County, City of New York, New York, 11215, United States",Not_Fine
189,BK,40.686371,-73.978541,"300, Ashland Place, Brooklyn, Kings County, City of New York, New York, 11215, United States",Not_Fine
190,BK,40.692723,-73.983025,"270, Flatbush Avenue Extension, Brooklyn, Kings County, City of New York, New York, 11201, United States",Not_Fine
191,BK,40.690406,-73.983931,"Planet Fitness, 249, Duffield Street, Brooklyn, Kings County, City of New York, New York, 11201, United States",Not_Fine
192,BK,40.690406,-73.983931,"Planet Fitness, 249, Duffield Street, Brooklyn, Kings County, City of New York, New York, 11201, United States",Fine
193,BK,40.692087,-73.982587,"Willoughby Street, Brooklyn, Kings County, City of New York, New York, 11201, United States",Not_Fine
194,BK,40.692087,-73.982587,"Willoughby Street, Brooklyn, Kings County, City of New York, New York, 11201, United States",Fine
195,BK,40.69189,-73.982488,"336, Flatbush Avenue Extension, Brooklyn, Kings County, City of New York, New York, 11201, United States",Not_Fine
196,BK,40.693625,-73.988519,"New York Marriott at the Brooklyn Bridge, Adams Street, Brooklyn, Kings County, City of New York, New York, 11242, United States",Fine
197,BK,40.693636,-73.988347,"New York Marriott at the Brooklyn Bridge, Adams Street, Brooklyn, Kings County, City of New York, New York, 11242, United States",Not_Fine
198,BK,40.693636,-73.988347,"New York Marriott at the Brooklyn Bridge, Adams Street, Brooklyn, Kings County, City of New York, New York, 11242, United States",Not_Fine
199,BK,40.693636,-73.988347,"New York Marriott at the Brooklyn Bridge, Adams Street, Brooklyn, Kings County, City of New York, New York, 11242, United States",Not_Fine
200,BK,40.693636,-73.988347,"New York Marriott at the Brooklyn Bridge, Adams Street, Brooklyn, Kings County, City of New York, New York, 11242, United States",Not_Fine
201,BK,40.693636,-73.988347,"New York Marriott at the Brooklyn Bridge, Adams Street, Brooklyn, Kings County, City of New York, New York, 11242, United States",Not_Fine
202,BK,40.693636,-73.988347,"New York Marriott at the Brooklyn Bridge, Adams Street, Brooklyn, Kings County, City of New York, New York, 11242, United States",Fine
203,BK,40.69401,-73.986706,"88, Lawrence Street, Brooklyn, Kings County, City of New York, New York, 11201, United States",Fine
204,BK,40.69401,-73.986706,"88, Lawrence Street, Brooklyn, Kings County, City of New York, New York, 11201, United States",Not_Fine
205,BK,40.69401,-73.986706,"88, Lawrence Street, Brooklyn, Kings County, City of New York, New York, 11201, United States",Not_Fine
206,BK,40.69401,-73.986706,"88, Lawrence Street, Brooklyn, Kings County, City of New York, New York, 11201, United States",Not_Fine
207,BK,40.69401,-73.986706,"88, Lawrence Street, Brooklyn, Kings County, City of New York, New York, 11201, United States",Not_Fine
208,BK,40.689942,-73.982158,"Dime Savings Bank Building, 9, DeKalb Avenue, Brooklyn, Kings County, City of New York, New York, 11221, United States",Fine
209,BK,40.689942,-73.982158,"Dime Savings Bank Building, 9, DeKalb Avenue, Brooklyn, Kings County, City of New York, New York, 11221, United States",Fine
210,BK,40.691738,-73.988131,"Panda Express, 423, Fulton Mall, Brooklyn, Kings County, City of New York, New York, 11201, United States",Fine
211,BK,40.691738,-73.988131,"Panda Express, 423, Fulton Mall, Brooklyn, Kings County, City of New York, New York, 11201, United States",Not_Fine
212,BK,40.693348,-73.987419,"New York University - Brooklyn campus, Jay Street, Brooklyn, Kings County, City of New York, New York, 11242, United States",Not_Fine
213,BK,40.692417,-73.987117,"Jide's Dandy, 375, Jay Street, Brooklyn, Kings County, City of New York, New York, 11201, United States",Not_Fine
214,BK,40.692417,-73.987117,"Jide's Dandy, 375, Jay Street, Brooklyn, Kings County, City of New York, New York, 11201, United States",Fine
215,BK,40.692417,-73.987117,"Jide's Dandy, 375, Jay Street, Brooklyn, Kings County, City of New York, New York, 11201, United States",Not_Fine
216,BK,40.692178,-73.988304,"421, Fulton Mall, Brooklyn, Kings County, City of New York, New York, 11201, United States",Not_Fine
217,BK,40.692023,-73.988433,"Dippin' Dots/Doc Pocorn, 415, Fulton Mall, Brooklyn, Kings County, City of New York, New York, 11201, United States",Not_Fine
218,BK,40.691976,-73.988311,"Pearl Street, Brooklyn, Kings County, City of New York, New York, 11201, United States",Not_Fine
219,BK,40.692174,-73.988669,"Shake Shack, 409, Fulton Mall, Brooklyn, Kings County, City of New York, New York, 11201, United States",Not_Fine
220,BK,40.692178,-73.988304,"421, Fulton Mall, Brooklyn, Kings County, City of New York, New York, 11201, United States",Fine
221,BK,40.690364,-73.984435,"Hoyt Street, Fulton Mall, Brooklyn, Kings County, City of New York, New York, 11242, United States",Fine
222,BK,40.690364,-73.984435,"Hoyt Street, Fulton Mall, Brooklyn, Kings County, City of New York, New York, 11242, United States",Not_Fine
223,BK,40.690883,-73.989635,"22, Boerum Place, Brooklyn, Kings County, City of New York, New York, 11201, United States",Fine
224,BK,40.690883,-73.989635,"22, Boerum Place, Brooklyn, Kings County, City of New York, New York, 11201, United States",Not_Fine
225,BK,40.689985,-73.991995,"125, Court Street, Brooklyn, Kings County, City of New York, New York, 11201, United States",Fine
226,BK,40.689906,-73.991944,"Sweetgreen, 127, Court Street, Brooklyn, Kings County, City of New York, New York, 11201, United States",Not_Fine
8341,BK,40.68241,-73.993467,"278, Smith Street, Carroll Gardens, Brooklyn, Kings County, City of New York, New York, 11231, United States",Not_Fine
8342,BK,40.736913,-73.955453,"1133, Manhattan Avenue, Brooklyn, Kings County, City of New York, New York, 11222, United States",Fine
8343,BK,40.734684,-73.955096,"1049, Manhattan Avenue, Brooklyn, Kings County, City of New York, New York, 11222, United States",Not_Fine
8344,BK,40.732735,-73.954581,"984, Manhattan Avenue, Brooklyn, Kings County, City of New York, New York, 11222, United States",Not_Fine
231,BK,40.689997,-73.992,"123, Court Street, Brooklyn, Kings County, City of New York, New York, 11201, United States",Fine
232,BK,40.690022,-73.991897,"123, Court Street, Brooklyn, Kings County, City of New York, New York, 11201, United States",Fine
233,BK,40.695578,-73.98397,"Hampton, Flatbush Avenue Extension, Brooklyn, Kings County, City of New York, New York, 11242, United States",Not_Fine
234,BK,40.689924,-73.988117,"Smith Street, Brooklyn, Kings County, City of New York, New York, 11231, United States",Not_Fine
235,BK,40.689924,-73.988117,"Smith Street, Brooklyn, Kings County, City of New York, New York, 11231, United States",Not_Fine
236,BK,40.689319,-73.987162,"Schermerhorn Street, Boerum Hill, Kings County, City of New York, New York, 11217, United States",Not_Fine
237,BK,40.690296,-73.987846,"Smith Street, Brooklyn, Kings County, City of New York, New York, 11231, United States",Not_Fine
238,BK,40.689319,-73.987162,"Schermerhorn Street, Boerum Hill, Kings County, City of New York, New York, 11217, United States",Not_Fine
8345,BK,40.722328,-73.949671,"Enid's, 560, Manhattan Avenue, Greenpoint, Brooklyn, Kings County, City of New York, New York, 11222, United States",Fine
8346,BK,40.720111,-73.947627,"Junior High School 126, Eckford Street, Greenpoint, Brooklyn, Kings County, City of New York, New York, 11222, United States",Not_Fine
8347,BK,40.719511,-73.946853,"434, Manhattan Avenue, Greenpoint, Brooklyn, Kings County, City of New York, New York, 11222, United States",Fine
8348,BK,40.711079,-73.943732,"258, Graham Avenue, Brooklyn, Kings County, City of New York, New York, 11206, United States",Fine
247,MN,40.79591999,-73.96784852,"160, West 100th Street, Bloomingdale, Manhattan Community Board 7, Manhattan, New York County, City of New York, New York, 10025, United States",Not_Fine
248,BX,40.8476919,-73.78636659,"City Island Library, 320, City Island Avenue, City Island, Bronx County, The Bronx, City of New York, New York, 10464, United States",Fine
249,BK,40.64220845,-73.89952442,"1580, Rockaway Parkway, Canarsie, Brooklyn, Kings County, City of New York, New York, 11236, United States",Fine
250,BK,40.58699996,-73.95542836,"Sheepshead Bay Branch Brooklyn Public Library, 2636, East 14th Street, Brooklyn, Kings County, City of New York, New York, 11235, United States",Not_Fine
251,BX,40.90043991,-73.867942,"Woodlawn Heights Library, 4355, Katonah Avenue, Woodlawn, Bronx County, The Bronx, City of New York, New York, 10470, United States",Not_Fine
252,BK,40.67525519,-74.01035129,"Brooklyn Public Library, 7, Wolcott Street, Red Hook, Brooklyn, Kings County, City of New York, New York, 11231, United States",Not_Fine
253,BK,40.67537085,-73.94856614,"725, Saint Marks Avenue, Eastern Parkway, Brooklyn, Kings County, City of New York, New York, 11216, United States",Not_Fine
254,QU,40.74515052,-73.71483776,"Glen Oaks Branch Queens Borough Public Library, 256-04, Union Turnpike, Glen Oaks, Queens County, City of New York, New York, 11004, United States",Not_Fine
255,BX,40.87437981,-73.87838435,"Mosholu Library, 285, East 205th Street, Norwood, Bronx County, The Bronx, City of New York, New York, 10467, United States",Fine
256,QU,40.59314678,-73.78404003,"Queens Library at Arverne, 312, Beach 54th Street, Arverne, Queens County, City of New York, New York, 11692, United States",Not_Fine
